PassengerId,Survived
1,0,0.931695960462,0.068304
2,1,0.0106681585312,0.989332
3,0,0.515270531178,0.484729
4,1,0.0416051149368,0.958395
5,0,0.899203568697,0.100796
6,0,0.949015777558,0.0509842
7,0,0.960628740489,0.0393713
8,0,0.93958299607,0.060417
9,1,0.0290589928627,0.970941
10,1,0.0647268295288,0.935273
11,1,0.0165985822678,0.983401
12,0,0.657469451427,0.342531
13,0,0.828323975205,0.171676
14,0,0.976394327357,0.0236057
15,1,0.37548828125,0.624512
16,1,0.0745579004288,0.925442
17,0,0.960096705705,0.0399033
18,0,0.505851894617,0.494148
19,0,0.598084867001,0.401915
20,1,0.223496317863,0.776504
21,0,0.972371030599,0.027629
22,1,0.277346014977,0.722654
23,1,0.113879919052,0.88612
24,1,0.323127985001,0.676872
25,0,0.859168678522,0.140831
26,1,0.0769200921059,0.92308
27,0,0.969463450834,0.0305365
28,0,0.878913171589,0.121087
29,1,0.178431868553,0.821568
30,0,0.981673158705,0.0183268
31,0,0.717835098505,0.282165
32,1,0.00884294509888,0.991157
33,1,0.0973370075226,0.902663
34,0,0.833293408155,0.166707
35,0,0.937194004655,0.062806
36,0,0.917235895991,0.0827641
37,0,0.939535461366,0.0604645
38,0,0.944107480347,0.0558925
39,0,0.470399737358,0.5296
40,1,0.0569950342178,0.943005
41,0,0.685119986534,0.31488
42,1,0.379265069962,0.620735
43,0,0.964200560004,0.0357994
44,1,0.0301452875137,0.969855
45,1,0.21479177475,0.785208
46,0,0.973261671141,0.0267383
47,0,0.980624390766,0.0193756
48,1,0.0973370075226,0.902663
49,0,0.959340211004,0.0406598
50,0,0.470399737358,0.5296
51,0,0.988708433695,0.0112916
52,0,0.915524944663,0.0844751
53,1,0.00884294509888,0.991157
54,1,0.284857034683,0.715143
55,0,0.73652741313,0.263473
56,0,0.630418390036,0.369582
57,1,0.386936068535,0.613064
58,0,0.758933588862,0.241066
59,1,0.0384175181389,0.961582
60,0,0.988708433695,0.0112916
61,0,0.746341794729,0.253658
62,1,0.0682057738304,0.931794
63,0,0.866320475936,0.13368
64,0,0.988708433695,0.0112916
65,0,0.767901659012,0.232098
66,1,0.398053705692,0.601946
67,1,0.0488402247429,0.95116
68,0,0.938856460154,0.0611435
69,1,0.157052159309,0.842948
70,0,0.916099697351,0.0839003
71,0,0.773611664772,0.226388
72,0,0.967485271394,0.0325147
73,0,0.989423619583,0.0105764
74,0,0.931884236634,0.0681158
75,1,0.143505811691,0.856494
76,0,0.891692012548,0.108308
77,0,0.981673158705,0.0183268
78,0,0.973261671141,0.0267383
79,1,0.0597727298737,0.940227
80,1,0.205982506275,0.794017
81,0,0.981737110764,0.0182629
82,0,0.903417788446,0.0965822
83,1,0.178431868553,0.821568
84,0,0.953122891486,0.0468771
